,clean2,sentiment,followers_count,in_reply_to_screen_name,favorited,friends_count
1197,rt how can you decide if it is mishandling or accidents this is ridiculous on a brand like airtel,,5,,0,36
1198,how stupid you r after doing mnp you guys are calling me to check network worst company in india,,149,airtelindia,0,175
1199,i am a subscriber airtel secure planbut now unable to submit a claimwhat to do 48 hrs is going to over ph 7077918772,,106,airtelindia,0,763
1200,why do not you charge us for data after 8 pm only just like your speeds @ kavinbm,,498,amitkhombhadia,0,1261
1201,pathetic service sim stops working on automode how do i port 2 your services,,231,Airtel_Presence,0,622
1202,when you have contacted contact now,,51,Airtel_Presence,0,228
1203,pls remove my no 8239786806 from your databse for msgs i daily get msgs from it  & amp m annoyed from it,,38,airtelindia,0,115
1204,reply,,94,Airtel_Presence,0,91
1205,do you intend to resolve my issue or no edu00a0u00bdedu00b8u00a1,,82,Ramana217,0,711
1206,kavin sorry to drag you into this but the family needs to know what customers are facing,,498,amitkhombhadia,0,1261
1207,when can i get my revised bill  & amp why has my call been barred check dm,,69,Airtel_Presence,0,359
1208,and then 48 hours became 67 working days airtel customer service apathy continues httpstco0rybxbzx3m,,0,airtelindia,0,0
1209,how much time your server takes to run a select query to get the data,,23,Airtel_Presence,0,132
1210,i have already called customer care and put a mail to offici httpstcotrezkbn2ox,,13,aggarwal_aviral,0,186
1211,again fooling customers ticket raised but outcome will b nil is just to shut mo httpstcohzg5w3c1oz,,49,Airtel_Presence,0,158
1212,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,,35887,,0,2181
1213,and to top it off your agent calls from 919724119492 and has the audacity to day you httpstcoyung3qodxi,,498,amitkhombhadia,0,1261
1214,and in the busy schedule i do not have time to call customer care dailyi am getting far better se httpstcoyawzuyebad,,0,Airtel_Presence,0,0
1215,cn you pls share copy of this so called govt directive honble supreme court is having hearing date httpstcoai5grriy8h,,8,Airtel_Presence,0,44
1216, @ airtelpresence my numberv957485720 service is bared bt idea due to nin oayment of airtel i was paid yesterday,,7,idea_cares,0,72
1217,why dupe your customers with false hopes of fast 4g connection when it sucks like hell fuck you,,563,airtelindia,0,1682
1218,dnd on few months reported upto nodal office still getting loads of promotional calls utterly pathetic,,128,Airtel_Presence,0,42
1219,i have recently blocked my prepaid no and today i gt a new sim with the same number bt incoming and outgoing is still nt active,,130,airtelindia,0,1014
1220,you guys just said this all but none of the issues get resolved nor my mobile network neither my b httpstcopspm64s91h,,2375,Airtel_Presence,0,4417
1221,rt now offers to enjoy on httpstcoaqlrxkhbqt,,84,,0,88
1222,rt srikanth b global chro enlightens us on the art of win in the hr and tech sectors httpstco4fjq,,29,,0,365
1223,and i have this confidence in you guys that you would do absolutely nothing httpstco70wz2wjtc9,,117,Airtel_Presence,0,178
1224,rt jios service is a huge trump card against airtel  but now  @ airtelindia is getting with the program,,663,,0,1397
1225,you already took too much time how much time you need more,,21,Airtel_Presence,0,30
1226,rt can i know when you guys will be activating star sports again,,7,,0,0
1227,switch to jio  airtel is useless they only know how to loot money,,28,JEBAKUMARDHARMA,0,109
1228,why should i pay bills for 3g4g if network is not there will pay bill after launch of 3g4g,,58,Balyan_Abhishek,0,99
1229,it is showing nowthanks for the help,,35,rahul_bvp,0,354
1230,if you will have my recordings pls get in touch with me i want a couple of clips from the past,,388,kamaalrkhan,0,432
1231,how many days airtel will ake to updateclose a simple network related complaint its more then fr httpstcoeahu7umskd,,353,Airtel_Presence,0,1265
1232,rt  please stop sending me this my head hurts already today and i have the same message coming the,,111,,0,341
1233,very cheap of you you do not have the basic courtesy to send smsnotify plan has expired edu00a0u00bdedu00b9u0083,,448,,0,61
1234,sir i have 10k balance in my main balance can i transfer that amount into my bank account,,13,Airtel_Presence,0,14
1235,not getting me free offere airtel tv for hd channels tata dish get free all hd channelsfor 1 month my id3018 256 339,,3,Airtel_Presence,0,42
1236,rt sr 79363567 sr 5609067 indias no 1 network cannot fix my service activation issues since weeks stop,,71,,0,147
1237,you service sucks i better port to better network thanks,,116,Airtel_Presence,0,427
1238,rt i have to admit it taking was my biggest mistake they would not focus on solving customer is,,0,,0,42
1239,bogas company,,615,airtelindia,0,2134
1240, i got bellow message but when i recharge i got 28 days validity only why  httpstcoqfkm4zgonm,,16,airtelindia,0,24
1241,facing frequent call drops and snail speed internet its nearly 4 months is not bothered to fix the httpstcorxukw61avu,,100,,0,809
1242,so that means till that time i should suffer like i am suffering great,,32,Airtel_Presence,0,87
1243,i have been requesting for my refund due to the nonavailability of broadband ho httpstcoortjm3pjes,,11,Airtel_Presence,0,95
1244,pls help me customer executives are not doing it it was done by mistakely,,28,shashikumar_sd,0,21
1245,i am planning to port out from suggest your best plans for gujarat,,4495,airtelindia,0,392
1246,still not resolution to my issue still getting no coverage call quality still very poor,,107,Airtel_Presence,0,279
1247,3g network service very awful in my area please do look into it,,50,Airtel_Presence,0,225
1248,after compulsion of dth broadcaster has their bullying what would we do  close httpstcoeedph7edxg,,16,,0,325
1249,8051713624 dalsinghsarai signal bar 23 for last 34 days vivo 1603 httpstcoajgzwswzhr,,213,Airtel_Presence,0,313
1250,did not get cashback on my wallet what you had promised me to give from your airtel payment bank pls call me ,,72,Airtel_Presence,0,119
1251,how can a retaining customer offer be not valid after you promise ok how do i port my number you httpstcol45gfulyut,,33,Airtel_Presence,0,131
1252,i am getting abysmal speeds httpstcofcitabdfcw,,102,Airtel_Presence,0,83
1253,jio is rocking and airtel is shocking as no 3g network in the area for last two days even after making lots of complaints,,10,,0,8
1254,and what about the talk time,,11247,Airtel_Presence,0,2430
1255,now even that slow signal is gone are you encouraging me to consider moving to your competitors,,139,imlto,0,145
1256,yes services restored,,184,Airtel_Presence,0,167
1257,hello i cannot visit india before february since 7 years i m using this numberthere should o httpstconoasnoxm7p,,19,Airtel_Presence,0,82
1258,never used airtel broadband,,155,,0,954
1259,i m already do all these things but problem not solved it is network problem not my phone proble httpstcolyvugzhzvx,,94,Airtel_Presence,0,327
1260,thank you,,698,Airtel_Presence,0,461
1261,rt in mahendra city  chennai infront of customers,,164,,0,659
1262,my network still has not come this is ridiculous i should sue you been 18 hours n httpstcor1c2zzogje,,41,Airtel_Presence,0,213
1263,same httpstcougyw5q1tv9,,19,Airtel_Presence,0,415
1264,airtel rejects noc from sbi as well asking to bring fresh noc from sbbj httpstcokwvjpjfomj,,9,vivekkumar1608,0,13
1265,do something or have to move to trai  & amp consumer forums family use airtel 9 connection same problem 22,,7,Airtel_Presence,0,125
1266,thanks for quick action on correcting my bill hopefully next months bill will be correct one in the first place,,110,Airtel_Presence,0,202
1267,u20b9348 has been deducted from my wallet balance twice for failed recharges does not show in statement what is going on,,551,Airtel_Presence,0,1181
1268,here it shows 5 nov still it counts to 70 days not 84 days httpstcoewdjcowp4o,,100,Airtel_Presence,0,41
1269,it is waste of time if your looking any kind of help from them they have very poor coston httpstco4fmyiavsjh,,10,Sadda_Haqq,0,15
1270,currently i m not using 4g service of airtel batter try to improve basic services or i sud port,,158,purv123z,0,487
1271,plz do not do formal replykindly send your representative at the locationi will show him the pr httpstcoxeuhndy4j4,,255,Airtel_Presence,0,551
1272,my no is 9463911833 i ported my no from bsnl but now because of your service i again want to port to any other network,,102,Airtel_Presence,0,203
1273,without any call  & amp data used also its automatic zero balance airtel a big cheater please help me to return my talk,,501,TRAI,0,1463
1274,check if the issue has been resolved to my satisfaction httpstcocvoh6jmmoo,,230,AgentAniesh,0,511
1275,it was not temporary congestion there is no 4g  & amp 3g network request you to kindly check it is httpstcotbsigshtv7,,114,Airtel_Presence,0,325
1276,rt no response as expected,,146,,0,155
1277,no call so faru guys are the worsti have 4 cellphone connections1 broadbandairtel dth and i wa httpstco4arawxh8yi,,45,Airtel_Presence,0,111
1278,many people do not know it is free to linking aadhar with mobile number so these airtel retailers are looting people,,119,UIDAI,0,26
1279,shameful and unethical i have got it deactivated so do not bother sending automated replies,,277,anishbakshi,0,280
1280,raised concerns so many times fed up with their network,,60,rockyandmayur,0,239
1281,but what is the problem for your network why not improve in last 1years,,72,Airtel_Presence,0,365
1282,network connection call drop call gets disconnected unable to hear a person at the other end a httpstcogqp5ibl2bf,,24,Airtel_Presence,0,44
1283,rt broadband dwn  & amp sends disconnection msg if 50 %  more than bill amt not paid they do not even send a bill # a,,314,,0,264
1284,signal nofull of strength and write 4g but speed are 2g pin code no845438,,4,Airtel_Presence,0,7
1285,what is wrong with you guys are customers fools to subscribe to your service no option to talk to executive on 121,,185,airtelindia,0,578
1286,my contact no is 9717043646 but the network problem is with my mother no 8009170870 she live in httpstco4tljokfv4h,,2,Airtel_Presence,0,1
1287,rt already called 5times at 59059 n not possible to visit delhi as i am in punjab for a,,0,,0,0
1288,a purchase worth rs7990 on pos payust000001653 at airtel2rajprepaid txn #  040020278818 transaction failed refund asap,,234,Airtel_Presence,0,557
1289,pls sort out as the condition is that much worse that could not hear the voice of your executive,,771,Airtel_Presence,0,336
1290,it is better to use where going day by day even no executive is able to explain,,363,,0,660
1291,rt your man says network booster can b put only if bill is at least 6000 y you claim free assistance recorded d,,1655,,0,364
1292,you guys are awesome 50 same msg,,366,prabhasrajput,0,460
1293,could you please help with coverage in state bank of indiaarea grain market136117 worst coverage here,,0,Airtel_Presence,0,27
1294,airtel money case id  757396 any progress ,,14,Airtel_Presence,0,153
1295,i received a mail from you about updating aadhar card in assam is yet to roll out aadhar completely,,121,airtelindia,0,96
1296,ever since the bill has been sent for my postpaid no i have been trying to get my bill corrected but there is no response,,14,airtelindia,0,59
1297,decision is sub judice before hon supreme court of indiatelcos have no right httpstco4praatnklp,,3,muruganv,0,0
1298,your internet speed is so slow dat even your own app 2 check connection does not open attached d same httpstcon8kwntdubz,,34,Airtel_Presence,0,54
1299,why always have network issue in capital ot gujarat yes in gandhinagar this is 10th times i am complaining still no results,,14530,airtelindia,0,12736
1300,looks like many other airtel customers are facing this too i request you to look into it,,52,MuqtadaHusn,0,21
1301, i had 2 4g dongle 2 broadband 3 pstpaid  & amp 2 prepaid connection in my fmly from past 67 yrs gerting all disconnected 1by1,,2,airtelindia,0,61
